# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 10607535979821
#
# Children      Self  Command          Shared Object                          Symbol                                                                                                                                                                        
# ........  ........  ...............  .....................................  ..............................................................................................................................................................................
#
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000d72ec4
     0.00%     0.00%  mariadbd         mariadbd                               [.] lf_pinbox_free
     0.00%     0.00%  kworker/9:6      [kernel.kallsyms]                      [k] set_next_buddy
     0.00%     0.00%  kworker/9:6      [kernel.kallsyms]                      [k] check_preempt_wakeup
     0.00%     0.00%  kworker/4:4      [kernel.kallsyms]                      [k] prepare_task_switch
     0.00%     0.00%  kworker/13:4-di  [kernel.kallsyms]                      [k] ext4_reserve_inode_write
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000d1723d
     0.00%     0.00%  kworker/3:8      [kernel.kallsyms]                      [k] select_idle_core
     0.00%     0.00%  kworker/3:8      [kernel.kallsyms]                      [k] select_idle_cpu
     0.00%     0.00%  kworker/3:8      [kernel.kallsyms]                      [k] select_idle_sibling
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000d77509
     0.00%     0.00%  kworker/6:0      [kernel.kallsyms]                      [k] __rdgsbase_inactive
     0.00%     0.00%  kworker/6:1-eve  [kernel.kallsyms]                      [k] wq_worker_sleeping
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]                      [k] blk_mq_run_hw_queue
     0.00%     0.00%  kworker/12:5     [kernel.kallsyms]                      [k] __update_load_avg_blocked_se
     0.00%     0.00%  kworker/19:2     [kernel.kallsyms]                      [k] ext4_es_lookup_extent
     0.00%     0.00%  mariadbd         [kernel.kallsyms]                      [k] ext4_mb_get_buddy_page_lock
     0.00%     0.00%  kworker/14:2     [kernel.kallsyms]                      [k] rcu_read_unlock_strict
     0.00%     0.00%  kworker/3:7      [kernel.kallsyms]                      [k] enqueue_task_fair
     0.00%     0.00%  kworker/3:7      [kernel.kallsyms]                      [k] __sysvec_call_function_single
     0.00%     0.00%  kworker/3:7      [kernel.kallsyms]                      [k] asm_sysvec_call_function_single
     0.00%     0.00%  kworker/3:7      [kernel.kallsyms]                      [k] sched_ttwu_pending
     0.00%     0.00%  kworker/3:7      [kernel.kallsyms]                      [k] sysvec_call_function_single
     0.00%     0.00%  kworker/3:7      [kernel.kallsyms]                      [k] ttwu_do_activate
     0.00%     0.00%  kworker/16:2     [kernel.kallsyms]                      [k] native_sched_clock
     0.00%     0.00%  kworker/16:2     [kernel.kallsyms]                      [k] sched_clock_cpu
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000d70ca3
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000d0993e
     0.00%     0.00%  kworker/8:1H-kb  [kernel.kallsyms]                      [k] prepare_task_switch
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000c4efb5
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000c430ab
     0.00%     0.00%  kworker/22:5     [kernel.kallsyms]                      [k] available_idle_cpu
     0.00%     0.00%  kworker/22:5     [kernel.kallsyms]                      [k] select_idle_cpu
     0.00%     0.00%  kworker/22:5     [kernel.kallsyms]                      [k] select_idle_sibling
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000da0eea
     0.00%     0.00%  tclsh8.6         libmariadb.so.3                        [.] 0x000000000002466d
     0.00%     0.00%  kworker/1:2      [kernel.kallsyms]                      [k] __switch_to
     0.00%     0.00%  kworker/11:0     [kernel.kallsyms]                      [k] enqueue_timer
     0.00%     0.00%  kworker/11:0     [kernel.kallsyms]                      [k] add_timer_on
     0.00%     0.00%  kworker/11:0     [kernel.kallsyms]                      [k] queue_delayed_work_on
     0.00%     0.00%  kworker/29:0-di  [kernel.kallsyms]                      [k] llist_add_batch
     0.00%     0.00%  kworker/29:0-di  [kernel.kallsyms]                      [k] __smp_call_single_queue
     0.00%     0.00%  tclsh8.6         libmariadb.so.3                        [.] 0x0000000000020e45
     0.00%     0.00%  migration/13     [kernel.kallsyms]                      [k] balance_rt
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000d71c9b
     0.00%     0.00%  mariadbd         [kernel.kallsyms]                      [k] crc_74
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000d10ec7
     0.00%     0.00%  kworker/3:2      [kernel.kallsyms]                      [k] migrate_task_rq_fair
     0.00%     0.00%  kworker/3:2      [kernel.kallsyms]                      [k] remove_entity_load_avg
     0.00%     0.00%  kworker/3:2      [kernel.kallsyms]                      [k] set_task_cpu
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000d7a574
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000d78e39
     0.00%     0.00%  kworker/25:1-di  [kernel.kallsyms]                      [k] ext4_inode_csum_set
     0.00%     0.00%  kworker/25:1-di  [kernel.kallsyms]                      [k] __ext4_mark_inode_dirty
     0.00%     0.00%  kworker/25:1-di  [kernel.kallsyms]                      [k] ext4_do_update_inode.isra.0
     0.00%     0.00%  kworker/25:1-di  [kernel.kallsyms]                      [k] ext4_mark_iloc_dirty
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000c44501
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000d09890
     0.00%     0.00%  kworker/13:4-di  [kernel.kallsyms]                      [k] read_tsc
     0.00%     0.00%  kworker/13:4-di  [kernel.kallsyms]                      [k] __sysvec_apic_timer_interrupt
     0.00%     0.00%  kworker/13:4-di  [kernel.kallsyms]                      [k] asm_sysvec_apic_timer_interrupt
     0.00%     0.00%  kworker/13:4-di  [kernel.kallsyms]                      [k] clockevents_program_event
     0.00%     0.00%  kworker/13:4-di  [kernel.kallsyms]                      [k] hrtimer_interrupt
     0.00%     0.00%  kworker/13:4-di  [kernel.kallsyms]                      [k] ktime_get
     0.00%     0.00%  kworker/13:4-di  [kernel.kallsyms]                      [k] sysvec_apic_timer_interrupt
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000d9f5ee
     0.00%     0.00%  kworker/13:4-di  [kernel.kallsyms]                      [k] __raw_callee_save___native_queued_spin_unlock
     0.00%     0.00%  kworker/13:4-di  [kernel.kallsyms]                      [k] ext4_do_update_inode.isra.0
     0.00%     0.00%  kworker/13:4-di  [kernel.kallsyms]                      [k] ext4_mark_iloc_dirty
     0.00%     0.00%  kworker/11:1H-k  [kernel.kallsyms]                      [k] cpuacct_charge
     0.00%     0.00%  kworker/23:0     [kernel.kallsyms]                      [k] native_queued_spin_lock_slowpath.part.0
     0.00%     0.00%  kworker/23:0     [kernel.kallsyms]                      [k] _raw_spin_lock
     0.00%     0.00%  kworker/15:0     [kernel.kallsyms]                      [k] pick_next_entity
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000ce3a21
     0.00%     0.00%  mariadbd         [kernel.kallsyms]                      [k] crc_50
     0.00%     0.00%  kworker/19:3-di  [kernel.kallsyms]                      [k] pick_next_entity
     0.00%     0.00%  kworker/5:1      [kernel.kallsyms]                      [k] available_idle_cpu
     0.00%     0.00%  kworker/5:1      [kernel.kallsyms]                      [k] select_task_rq_fair
     0.00%     0.00%  kworker/5:1      [kernel.kallsyms]                      [k] wake_affine
     0.00%     0.00%  kworker/17:3     [kernel.kallsyms]                      [k] __accumulate_pelt_segments
     0.00%     0.00%  kworker/17:3     [kernel.kallsyms]                      [k] __update_load_avg_se
     0.00%     0.00%  kworker/17:3     [kernel.kallsyms]                      [k] update_load_avg
     0.00%     0.00%  mariadbd         [kernel.kallsyms]                      [k] less_than_8_post_shl1
     0.00%     0.00%  kworker/19:2     [kernel.kallsyms]                      [k] __switch_to_asm
     0.00%     0.00%  mariadbd         mariadbd                               [.] _ZN9Field_num20get_equal_const_itemEP3THDRKN12Value_source7ContextEP4Item
     0.00%     0.00%  kworker/3:0      [kernel.kallsyms]                      [k] update_sg_lb_stats
     0.00%     0.00%  kworker/3:0      [kernel.kallsyms]                      [k] __schedule
     0.00%     0.00%  kworker/3:0      [kernel.kallsyms]                      [k] find_busiest_group
     0.00%     0.00%  kworker/3:0      [kernel.kallsyms]                      [k] load_balance
     0.00%     0.00%  kworker/3:0      [kernel.kallsyms]                      [k] newidle_balance
     0.00%     0.00%  kworker/3:0      [kernel.kallsyms]                      [k] pick_next_task_fair
     0.00%     0.00%  kworker/3:0      [kernel.kallsyms]                      [k] schedule
     0.00%     0.00%  kworker/3:0      [kernel.kallsyms]                      [k] update_sd_lb_stats.constprop.0
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000b91153
     0.00%     0.00%  kworker/26:0-di  [kernel.kallsyms]                      [k] __update_load_avg_cfs_rq
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000c80de5
     0.00%     0.00%  kworker/7:10     [kernel.kallsyms]                      [k] kthread_data
     0.00%     0.00%  kworker/7:10     [kernel.kallsyms]                      [k] wq_worker_running
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000ca50b7
     0.00%     0.00%  kworker/13:8     [kernel.kallsyms]                      [k] worker_enter_idle
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000d19751
     0.00%     0.00%  kworker/11:1-di  [kernel.kallsyms]                      [k] send_call_function_single_ipi
     0.00%     0.00%  kworker/9:6      [kernel.kallsyms]                      [k] __wrgsbase_inactive
     0.00%     0.00%  kworker/30:1     [kernel.kallsyms]                      [k] resched_curr
     0.00%     0.00%  kworker/30:1     [kernel.kallsyms]                      [k] check_preempt_curr
     0.00%     0.00%  kworker/30:1     [kernel.kallsyms]                      [k] check_preempt_wakeup
     0.00%     0.00%  kworker/30:1     [kernel.kallsyms]                      [k] ttwu_do_wakeup
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000da18a0
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000c2cedc
     0.00%     0.00%  kworker/6:1-eve  [kernel.kallsyms]                      [k] is_console_locked
     0.00%     0.00%  kworker/6:1-eve  [kernel.kallsyms]                      [k] con_is_visible
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000da15f6
     0.00%     0.00%  kworker/1:2      [kernel.kallsyms]                      [k] pick_next_entity
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000e2812a
     0.00%     0.00%  kworker/20:0     [kernel.kallsyms]                      [k] llist_add_batch
     0.00%     0.00%  kworker/20:0     [kernel.kallsyms]                      [k] __smp_call_single_queue
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000ea8f16
     0.00%     0.00%  kworker/15:4     [kernel.kallsyms]                      [k] check_preempt_wakeup
     0.00%     0.00%  kworker/15:4     [kernel.kallsyms]                      [k] __sysvec_call_function_single
     0.00%     0.00%  kworker/15:4     [kernel.kallsyms]                      [k] asm_sysvec_call_function_single
     0.00%     0.00%  kworker/15:4     [kernel.kallsyms]                      [k] check_preempt_curr
     0.00%     0.00%  kworker/15:4     [kernel.kallsyms]                      [k] sched_ttwu_pending
     0.00%     0.00%  kworker/15:4     [kernel.kallsyms]                      [k] sysvec_call_function_single
     0.00%     0.00%  kworker/15:4     [kernel.kallsyms]                      [k] ttwu_do_wakeup
     0.00%     0.00%  kworker/15:4     [kernel.kallsyms]                      [k] _raw_spin_lock
     0.00%     0.00%  kworker/16:2     [kernel.kallsyms]                      [k] __wrgsbase_inactive
     0.00%     0.00%  jbd2/nvme3n1p4-  [kernel.kallsyms]                      [k] __wait_on_bit
     0.00%     0.00%  jbd2/nvme3n1p4-  [kernel.kallsyms]                      [k] bit_wait_io
