# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 27742558279198
#
# Children      Self  Command          Shared Object          Symbol                                                                
# ........  ........  ...............  .....................  ......................................................................
#
     0.00%     0.00%  tuned            [kernel.kallsyms]      [k] shrink_slab_memcg
     0.00%     0.00%  memcached        memcached              [.] 0x00000000000207b7
     0.00%     0.00%  memcached        memcached              [.] 0x000000000001e131
     0.00%     0.00%  memcached        memcached              [.] 0x00000000000207e7
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] sched_ttwu_pending
     0.00%     0.00%  memcached        memcached              [.] 0x0000000000019302
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0ee33f30
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] dec_zone_page_state
     0.00%     0.00%  memcached        memcached              [.] 0x000000000000b0a8
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] fold_diff
     0.00%     0.00%  kworker/17:2-mm  [kernel.kallsyms]      [k] __free_one_page
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] end_page_writeback
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] test_clear_page_writeback
     0.00%     0.00%  memcached        memcached              [.] 0x0000000000009e03
     0.00%     0.00%  kworker/31:1-ev  [kernel.kallsyms]      [k] __free_one_page
     0.00%     0.00%  in:imjournal     [kernel.kallsyms]      [k] __alloc_pages
     0.00%     0.00%  in:imjournal     [kernel.kallsyms]      [k] __alloc_pages_slowpath.constprop.0
     0.00%     0.00%  in:imjournal     [kernel.kallsyms]      [k] alloc_pages_vma
     0.00%     0.00%  in:imjournal     [kernel.kallsyms]      [k] do_try_to_free_pages
     0.00%     0.00%  in:imjournal     [kernel.kallsyms]      [k] shrink_node
     0.00%     0.00%  in:imjournal     [kernel.kallsyms]      [k] shrink_node_memcgs
     0.00%     0.00%  in:imjournal     [kernel.kallsyms]      [k] shrink_zones
     0.00%     0.00%  in:imjournal     [kernel.kallsyms]      [k] try_to_free_pages
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0ee39fbc
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] schedule
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] schedule_timeout
     0.00%     0.00%  memcached        memcached              [.] 0x000000000001d995
     0.00%     0.00%  sshd             [kernel.kallsyms]      [k] __tcp_transmit_skb
     0.00%     0.00%  sshd             [kernel.kallsyms]      [k] __tcp_push_pending_frames
     0.00%     0.00%  sshd             [kernel.kallsyms]      [k] tcp_write_xmit
     0.00%     0.00%  memcached        memcached              [.] 0x000000000002230f
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0dac9123
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] __get_user_nocheck_1
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] iov_iter_fault_in_readable.part.0
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] __get_free_pages
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] __pollwait
     0.00%     0.00%  memcached        memcached              [.] 0x000000000001ba7f
     0.00%     0.00%  memcached        memcached              [.] 0x000000000001d04d
     0.00%     0.00%  memcached        [kernel.kallsyms]      [k] deferred_split_count
     0.00%     0.00%  memcached        memcached              [.] 0x0000000000020661
     0.00%     0.00%  memcached        memcached              [.] 0x000000000001b845
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0dafdaf7
     0.00%     0.00%  memcached        [kernel.kallsyms]      [k] __x86_indirect_thunk_rdx
     0.00%     0.00%  sshd             [kernel.kallsyms]      [k] __ip_queue_xmit
     0.00%     0.00%  kworker/0:2-eve  [kernel.kallsyms]      [k] __free_one_page
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0ee32615
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0ee442e8
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0db6c67d
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]      [k] del_timer_sync
     0.00%     0.00%  kworker/18:1-mm  [kernel.kallsyms]      [k] __free_one_page
     0.00%     0.00%  kworker/7:1-mm_  [kernel.kallsyms]      [k] schedule
     0.00%     0.00%  kworker/25:1-mm  [kernel.kallsyms]      [k] __schedule
     0.00%     0.00%  kworker/25:1-mm  [kernel.kallsyms]      [k] schedule
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0ee26d77
     0.00%     0.00%  memcached        memcached              [.] 0x000000000001c4e4
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] switch_ldt
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]      [k] dequeue_entity
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0dafd571
     0.00%     0.00%  kworker/7:1-mm_  [kernel.kallsyms]      [k] __schedule
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] dequeue_task_fair
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0ee2abcc
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0dacb0aa
     0.00%     0.00%  memcached        memcached              [.] 0x000000000001b85e
     0.00%     0.00%  memcached        [vdso]                 [.] 0x00000000000008b2
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0ee26cba
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] pvclock_gtod_notify
     0.00%     0.00%  irqbalance       [kernel.kallsyms]      [k] number
     0.00%     0.00%  memcached        memcached              [.] 0x000000000001bc8d
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0ee25bba
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0da9a8e4
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] perf_pmu_nop_void
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0dafd736
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0dafc3f7
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] perf_event_mmap_event
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] perf_event_mmap
     0.00%     0.00%  memcached        memcached              [.] 0x0000000000009dcc
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] update_pvclock_gtod
     0.00%     0.00%  kworker/31:1-ev  [kernel.kallsyms]      [k] __list_del_entry_valid
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] perf_iterate_sb
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0ee25d9a
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] hrtimer_run_queues
     0.00%     0.00%  memcached        libevent-2.1.so.6.0.2  [.] 0x000000000000f560
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0dafd00c
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0ee3624e
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0dafd5b4
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0dbd65f0
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] rcu_read_unlock_strict
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0dafebbf
     0.00%     0.00%  memcached        [kernel.kallsyms]      [k] rcu_is_cpu_rrupt_from_idle
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0e46ed72
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0ee36cd6
     0.00%     0.00%  memcached        [kernel.kallsyms]      [k] cr4_update_irqsoff
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0ee36fb7
     0.00%     0.00%  memcached        memcached              [.] 0x000000000000950e
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0ee3d164
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0ee38aae
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]      [k] update_sd_lb_stats.constprop.0
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0daff10d
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0dafdae9
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0ee399de
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0dafdaf4
     0.00%     0.00%  memcached        [vdso]                 [.] 0x00000000000008b3
     0.00%     0.00%  memcached        [kernel.kallsyms]      [k] memcg_to_vmpressure
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] blk_start_plug
     0.00%     0.00%  memcached        memcached              [.] 0x000000000001c499
     0.00%     0.00%  memcached        memcached              [.] 0x000000000002225e
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0ee442d6
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]      [k] dyntick_save_progress_counter
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0ee443a0
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0ee26e34
     0.00%     0.00%  memcached        libevent-2.1.so.6.0.2  [.] 0x000000000002f903
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0ee267a5
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]      [k] update_sg_lb_stats
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0ee268c9
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] ghes_copy_tofrom_phys
     0.00%     0.00%  memcached        libevent-2.1.so.6.0.2  [.] 0x000000000002f8f3
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0ee4494f
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] __vma_adjust
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0ee3d5bc
     0.00%     0.00%  memcached        libevent-2.1.so.6.0.2  [.] 0x000000000002f89f
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0ee2f1c2
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0ee324d3
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0daf8fb0
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0ee36114
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0dafcfd6
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] down_read_trylock
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0dac90b5
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0ee2a341
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0ee36fa7
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0ee4439c
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] set_next_buddy
     0.00%     0.00%  memcached        memcached              [.] 0x0000000000021b2b
     0.00%     0.00%  memcached        [vdso]                 [.] 0x00000000000008ae
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0ee2e6bc
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] delay_halt
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0dafcfb0
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0ee4491f
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0dac8fe1
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0ee3251b
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0ee34a67
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0daf7a24
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0ee2d3f8
     0.00%     0.00%  memcached        memcached              [.] 0x000000000001d9b0
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0ee25c41
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] queued_write_lock_slowpath
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0daf26f0
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0daf7a64
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0daf2743
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0daf742d
     0.00%     0.00%  memcached        libevent-2.1.so.6.0.2  [.] 0x00000000000249d4
     0.00%     0.00%  kworker/1:2-eve  [kernel.kallsyms]      [k] __schedule
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0ee2634f
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0ee2d2ec
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0daca0dc
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0daf7a39
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0daf2779
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0ee2a84a
     0.00%     0.00%  memcached        memcached              [.] 0x0000000000013488
     0.00%     0.00%  memcached        memcached              [.] 0x000000000000b03d
     0.00%     0.00%  kworker/24:1-ev  [kernel.kallsyms]      [k] drm_fb_helper_damage_work
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0ee42389
     0.00%     0.00%  memcached        memcached              [.] 0x00000000000133fa
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0ee44858
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] ext4_do_update_inode.isra.0
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] ext4_mark_iloc_dirty
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0ee39af3
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] cpu_stop_queue_work
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0ee4236a
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0ee44333
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0ee25c04
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] select_idle_sibling
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0dafbe79
     0.00%     0.00%  top              [kernel.kallsyms]      [k] ksys_read
     0.00%     0.00%  top              [kernel.kallsyms]      [k] seq_read_iter
     0.00%     0.00%  top              [kernel.kallsyms]      [k] vfs_read
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0dafbc45
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0ee26e0a
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0ee36d98
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007ffcf24bd81a
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] need_active_balance
     0.00%     0.00%  memcached        memcached              [.] 0x00000000000192a4
     0.00%     0.00%  memcached        [kernel.kallsyms]      [k] __x86_indirect_thunk_rcx
     0.00%     0.00%  memcached        memcached              [.] 0x0000000000008650
     0.00%     0.00%  memcached        memcached              [.] 0x000000000001d585
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0ee2d31d
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] __x86_indirect_thunk_rdx
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0daf7404
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] first_online_pgdat
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0daf2755
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0ee2e6d1
     0.00%     0.00%  memcached        memcached              [.] 0x0000000000013d84
     0.00%     0.00%  memcached        memcached              [.] 0x000000000001d051
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] mark_buffer_dirty
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0dafd088
     0.00%     0.00%  top              [kernel.kallsyms]      [k] do_task_stat
