# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 11829649677068
#
# Children      Self  Command          Shared Object      Symbol                                               
# ........  ........  ...............  .................  .....................................................
#
     0.00%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] update_rq_clock
     0.00%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] list_lru_del
     0.00%     0.00%  C2 CompilerThre  [kernel.kallsyms]  [k] rwsem_down_read_slowpath
     0.00%     0.00%  VM Thread        [kernel.kallsyms]  [k] enqueue_task
     0.00%     0.00%  C2 CompilerThre  [kernel.kallsyms]  [k] rcu_read_unlock_strict
     0.00%     0.00%  C1 CompilerThre  [kernel.kallsyms]  [k] try_to_migrate
     0.00%     0.00%  java             libjvm.so          [.] 0x00000000009de485
     0.00%     0.00%  Sampler Reader   [kernel.kallsyms]  [k] __softirqentry_text_start
     0.00%     0.00%  kworker/u96:1    [kernel.kallsyms]  [k] __sysvec_apic_timer_interrupt
     0.00%     0.00%  kworker/u96:1    [kernel.kallsyms]  [k] hrtimer_interrupt
     0.00%     0.00%  LocalJobRunner   [JIT] tid 1571     [.] 0x00007fcfd1ae6d2c
     0.00%     0.00%  kworker/u97:12-  [kernel.kallsyms]  [k] blk_mq_rq_ctx_init
     0.00%     0.00%  C2 CompilerThre  [kernel.kallsyms]  [k] tick_program_event
     0.00%     0.00%  C1 CompilerThre  [kernel.kallsyms]  [k] psi_task_change
     0.00%     0.00%  swapper          [kernel.kallsyms]  [k] cpufreq_driver_fast_switch
     0.00%     0.00%  python3          [kernel.kallsyms]  [k] do_syscall_64
     0.00%     0.00%  python3          [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
     0.00%     0.00%  kworker/u97:12-  [kernel.kallsyms]  [k] wake_up_process
     0.00%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] try_to_migrate_one
     0.00%     0.00%  InMemoryMerger   [kernel.kallsyms]  [k] update_curr
     0.00%     0.00%  kworker/u97:12-  [kernel.kallsyms]  [k] try_to_wake_up
     0.00%     0.00%  kworker/u98:2-e  [kernel.kallsyms]  [k] free_unref_page_list
     0.00%     0.00%  kworker/u97:12-  [kernel.kallsyms]  [k] insert_work
     0.00%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] ext4_block_bitmap_csum_set
     0.00%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] __x64_sys_mmap
     0.00%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] ksys_mmap_pgoff
     0.00%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] vm_mmap_pgoff
     0.00%     0.00%  perf             [kernel.kallsyms]  [k] generic_update_time
     0.00%     0.00%  kworker/u98:2-e  [kernel.kallsyms]  [k] mem_cgroup_css_from_page
     0.00%     0.00%  perf             [kernel.kallsyms]  [k] from_kgid
     0.00%     0.00%  kworker/0:3-eve  [kernel.kallsyms]  [k] acpi_ex_opcode_1A_0T_1R
     0.00%     0.00%  migration/4      [kernel.kallsyms]  [k] cpu_stopper_thread
     0.00%     0.00%  Sampler Reader   [kernel.kallsyms]  [k] putback_lru_page
     0.00%     0.00%  kworker/u97:13-  [kernel.kallsyms]  [k] nvme_unmap_data.part.0
     0.00%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] update_dl_rq_load_avg
     0.00%     0.00%  C2 CompilerThre  [kernel.kallsyms]  [k] flush_tlb_mm_range
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]  [k] kmem_cache_alloc
     0.00%     0.00%  InMemoryMerger   [kernel.kallsyms]  [k] free_unref_page_list
     0.00%     0.00%  swapper          [kernel.kallsyms]  [k] resched_curr
     0.00%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] do_readlinkat
     0.00%     0.00%  C1 CompilerThre  [kernel.kallsyms]  [k] load_balance
     0.00%     0.00%  swapper          [kernel.kallsyms]  [k] rb_erase
     0.00%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] pick_next_task_idle
     0.00%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] account_user_time
     0.00%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] lru_gen_update_size
     0.00%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] fpregs_assert_state_consistent
     0.00%     0.00%  VM Periodic Tas  [kernel.kallsyms]  [k] update_load_avg
     0.00%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] irq_chip_ack_parent
     0.00%     0.00%  kcompactd1       [kernel.kallsyms]  [k] page_lock_anon_vma_read
     0.00%     0.00%  LocalDistribute  [kernel.kallsyms]  [k] migrate_page
     0.00%     0.00%  LocalDistribute  [kernel.kallsyms]  [k] move_to_new_page
     0.00%     0.00%  Sampler Reader   [kernel.kallsyms]  [k] asm_sysvec_reschedule_ipi
     0.00%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] __put_page
     0.00%     0.00%  java             [kernel.kallsyms]  [k] update_vsyscall
     0.00%     0.00%  C1 CompilerThre  [kernel.kallsyms]  [k] newidle_balance
     0.00%     0.00%  kworker/u98:2-e  [kernel.kallsyms]  [k] bio_endio
     0.00%     0.00%  kworker/u98:2-e  [kernel.kallsyms]  [k] blk_add_rq_to_plug
     0.00%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] try_to_wake_up
     0.00%     0.00%  kworker/u96:0-e  [kernel.kallsyms]  [k] __ext4_ext_dirty
     0.00%     0.00%  C1 CompilerThre  [kernel.kallsyms]  [k] clear_page_erms
     0.00%     0.00%  Sampler Reader   [kernel.kallsyms]  [k] free_unref_page
     0.00%     0.00%  C1 CompilerThre  [kernel.kallsyms]  [k] mem_cgroup_migrate
     0.00%     0.00%  kworker/u98:2-e  [kernel.kallsyms]  [k] ext4_es_insert_extent
     0.00%     0.00%  swapper          [kernel.kallsyms]  [k] iterate_groups
     0.00%     0.00%  C1 CompilerThre  [kernel.kallsyms]  [k] page_counter_charge
     0.00%     0.00%  InMemoryMerger   [JIT] tid 1796     [.] 0x00007f80bd0006d1
     0.00%     0.00%  kworker/u98:2-e  [kernel.kallsyms]  [k] _raw_spin_lock
     0.00%     0.00%  kworker/u96:0-e  [kernel.kallsyms]  [k] __ext4_mark_inode_dirty
     0.00%     0.00%  C2 CompilerThre  [kernel.kallsyms]  [k] update_rq_clock
     0.00%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] ext4_dx_add_entry
     0.00%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] blk_mq_free_request
     0.00%     0.00%  InMemoryMerger   [kernel.kallsyms]  [k] _warn_unseeded_randomness
     0.00%     0.00%  kworker/u96:0-e  [kernel.kallsyms]  [k] cleanup_net
     0.00%     0.00%  kworker/u96:0-e  [kernel.kallsyms]  [k] ops_exit_list
     0.00%     0.00%  InMemoryMerger   [kernel.kallsyms]  [k] trigger_load_balance
     0.00%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] pmd_page_vaddr
     0.00%     0.00%  java             [kernel.kallsyms]  [k] sched_setnuma
     0.00%     0.00%  kworker/32:2-mm  [kernel.kallsyms]  [k] worker_thread
     0.00%     0.00%  kworker/32:2-mm  [kernel.kallsyms]  [k] kthread
     0.00%     0.00%  kworker/32:2-mm  [kernel.kallsyms]  [k] ret_from_fork
     0.00%     0.00%  SpillThread      [kernel.kallsyms]  [k] unmap_page_range
     0.00%     0.00%  kworker/8:2-eve  [kernel.kallsyms]  [k] kernfs_remove_by_name_ns
     0.00%     0.00%  InMemoryMerger   [kernel.kallsyms]  [k] _find_next_bit
     0.00%     0.00%  InMemoryMerger   [JIT] tid 2288     [.] 0x00007fd7390007d9
     0.00%     0.00%  java             [kernel.kallsyms]  [k] filename_lookup
     0.00%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] __cgroup_account_cputime
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]  [k] getname_flags
     0.00%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] __update_load_avg_se
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]  [k] alloc_empty_file
     0.00%     0.00%  migration/33     [kernel.kallsyms]  [k] kthread
     0.00%     0.00%  migration/33     [kernel.kallsyms]  [k] ret_from_fork
     0.00%     0.00%  java             [kernel.kallsyms]  [k] handle_fasteoi_irq
     0.00%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] rb_insert_color
     0.00%     0.00%  InMemoryMerger   [kernel.kallsyms]  [k] tick_program_event
     0.00%     0.00%  C1 CompilerThre  [kernel.kallsyms]  [k] update_curr
     0.00%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] ext4_getblk
     0.00%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] native_flush_tlb_one_user
     0.00%     0.00%  communication t  [kernel.kallsyms]  [k] schedule
     0.00%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] blk_stat_add
     0.00%     0.00%  communication t  [kernel.kallsyms]  [k] unmap_region
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]  [k] __alloc_file
     0.00%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] do_mmap
     0.00%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] __wait_on_bit
     0.00%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] __wait_on_buffer
     0.00%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] bit_wait_io
     0.00%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] out_of_line_wait_on_bit
     0.00%     0.00%  Readahead Threa  [kernel.kallsyms]  [k] native_queued_spin_lock_slowpath
     0.00%     0.00%  kworker/u97:12-  [kernel.kallsyms]  [k] asm_sysvec_apic_timer_interrupt
     0.00%     0.00%  kworker/u97:12-  [kernel.kallsyms]  [k] _raw_spin_lock
     0.00%     0.00%  localfetcher#1   [JIT] tid 2101     [.] 0x00007f634d06e87b
     0.00%     0.00%  VM Thread        [kernel.kallsyms]  [k] __cgroup_throttle_swaprate
     0.00%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] insert_work
     0.00%     0.00%  InMemoryMerger   [kernel.kallsyms]  [k] arch_scale_freq_tick
     0.00%     0.00%  migration/33     [kernel.kallsyms]  [k] smpboot_thread_fn
     0.00%     0.00%  java             [kernel.kallsyms]  [k] acpi_irq
     0.00%     0.00%  SpillThread      [kernel.kallsyms]  [k] release_pages
     0.00%     0.00%  communication t  [kernel.kallsyms]  [k] __schedule
     0.00%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] do_filp_open
     0.00%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] dequeue_entity
     0.00%     0.00%  swapper          [kernel.kallsyms]  [k] __wrgsbase_inactive
     0.00%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] tick_program_event
     0.00%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] __blk_mq_free_request
     0.00%     0.00%  java             [kernel.kallsyms]  [k] acpi_ev_sci_xrupt_handler
     0.00%     0.00%  Sampler Reader   [kernel.kallsyms]  [k] __pte_alloc
     0.00%     0.00%  ksoftirqd/30     [kernel.kallsyms]  [k] slab_free_freelist_hook.constprop.0
     0.00%     0.00%  java             [kernel.kallsyms]  [k] path_lookupat
     0.00%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] do_sys_openat2
     0.00%     0.00%  C2 CompilerThre  [kernel.kallsyms]  [k] mprotect_fixup
     0.00%     0.00%  localfetcher#1   [JIT] tid 1667     [.] 0x00007f17bd06f17b
     0.00%     0.00%  readlink         [kernel.kallsyms]  [k] do_syscall_64
     0.00%     0.00%  readlink         [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
     0.00%     0.00%  C1 CompilerThre  [kernel.kallsyms]  [k] sugov_update_single_freq
     0.00%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] wake_up_bit
     0.00%     0.00%  java             [kernel.kallsyms]  [k] update_group_capacity
     0.00%     0.00%  kworker/u97:10-  [kernel.kallsyms]  [k] nvme_unmap_data.part.0
     0.00%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] do_shrink_slab
     0.00%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] __ext4_mark_inode_dirty
     0.00%     0.00%  C2 CompilerThre  [kernel.kallsyms]  [k] __do_munmap
     0.00%     0.00%  java             [kernel.kallsyms]  [k] lru_add_drain
     0.00%     0.00%  java             [kernel.kallsyms]  [k] lru_add_drain_cpu
     0.00%     0.00%  InMemoryMerger   [kernel.kallsyms]  [k] account_user_time
     0.00%     0.00%  Sampler Reader   [kernel.kallsyms]  [k] account_process_tick
     0.00%     0.00%  swapper          [kernel.kallsyms]  [k] get_next_freq
     0.00%     0.00%  Sampler Reader   [kernel.kallsyms]  [k] sugov_update_single_freq
     0.00%     0.00%  swapper          [kernel.kallsyms]  [k] update_dl_rq_load_avg
     0.00%     0.00%  Readahead Threa  [kernel.kallsyms]  [k] load_balance
     0.00%     0.00%  C2 CompilerThre  [kernel.kallsyms]  [k] wake_up_process
     0.00%     0.00%  Readahead Threa  [kernel.kallsyms]  [k] find_busiest_group
     0.00%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] sched_slice
     0.00%     0.00%  VM Thread        [kernel.kallsyms]  [k] down_write_killable
     0.00%     0.00%  kworker/u97:13-  [kernel.kallsyms]  [k] __blk_queue_split
     0.00%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] rcu_accelerate_cbs
     0.00%     0.00%  swapper          [kernel.kallsyms]  [k] intel_cpufreq_fast_switch
     0.00%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] recalc_bh_state.part.0
     0.00%     0.00%  C2 CompilerThre  [kernel.kallsyms]  [k] native_flush_tlb_multi
     0.00%     0.00%  C2 CompilerThre  [kernel.kallsyms]  [k] on_each_cpu_cond_mask
     0.00%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] atime_needs_update
     0.00%     0.00%  InMemoryMerger   [kernel.kallsyms]  [k] timekeeping_advance
     0.00%     0.00%  InMemoryMerger   [kernel.kallsyms]  [k] tick_do_update_jiffies64.part.0
     0.00%     0.00%  InMemoryMerger   [kernel.kallsyms]  [k] update_wall_time
     0.00%     0.00%  ksoftirqd/6      [kernel.kallsyms]  [k] __softirqentry_text_start
     0.00%     0.00%  ksoftirqd/6      [kernel.kallsyms]  [k] kthread
     0.00%     0.00%  ksoftirqd/6      [kernel.kallsyms]  [k] rcu_core
     0.00%     0.00%  ksoftirqd/6      [kernel.kallsyms]  [k] rcu_core_si
     0.00%     0.00%  ksoftirqd/6      [kernel.kallsyms]  [k] ret_from_fork
     0.00%     0.00%  ksoftirqd/6      [kernel.kallsyms]  [k] run_ksoftirqd
     0.00%     0.00%  ksoftirqd/6      [kernel.kallsyms]  [k] smpboot_thread_fn
     0.00%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] __virt_addr_valid
     0.00%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] submit_bh_wbc
     0.00%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] ext4_read_bh_lock
     0.00%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] ext4_read_bh_nowait
     0.00%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] submit_bh
     0.00%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] blk_cgroup_bio_start
     0.00%     0.00%  Sampler Reader   [kernel.kallsyms]  [k] sysvec_reschedule_ipi
     0.00%     0.00%  Readahead Threa  [kernel.kallsyms]  [k] update_sd_lb_stats.constprop.0
     0.00%     0.00%  C2 CompilerThre  [kernel.kallsyms]  [k] update_cfs_rq_h_load
     0.00%     0.00%  InMemoryMerger   [kernel.kallsyms]  [k] ktime_get
     0.00%     0.00%  swapper          [kernel.kallsyms]  [k] psi_flags_change
     0.00%     0.00%  LocalJobRunner   [JIT] tid 1571     [.] 0x00007fcfd1630525
     0.00%     0.00%  kworker/u98:2-e  [kernel.kallsyms]  [k] wb_over_bg_thresh
     0.00%     0.00%  kworker/u97:10-  [kernel.kallsyms]  [k] page_mkclean
     0.00%     0.00%  VM Thread        [kernel.kallsyms]  [k] rwsem_down_write_slowpath
     0.00%     0.00%  InMemoryMerger   [JIT] tid 2288     [.] 0x00007fd7390006d1
     0.00%     0.00%  kworker/40:1-ev  [kernel.kallsyms]  [k] free_pcppages_bulk
     0.00%     0.00%  C2 CompilerThre  [kernel.kallsyms]  [k] ksys_mmap_pgoff
     0.00%     0.00%  kworker/u98:2-e  [kernel.kallsyms]  [k] cgroup_rstat_flush_irqsafe
     0.00%     0.00%  kworker/u98:2-e  [kernel.kallsyms]  [k] mem_cgroup_wb_stats
     0.00%     0.00%  kworker/39:1-ev  [kernel.kallsyms]  [k] free_pcppages_bulk
     0.00%     0.00%  Sampler Reader   [kernel.kallsyms]  [k] link_path_walk.part.0
     0.00%     0.00%  kworker/0:3-eve  [kernel.kallsyms]  [k] __queue_delayed_work
     0.00%     0.00%  kworker/0:3-eve  [kernel.kallsyms]  [k] queue_delayed_work_on
     0.00%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] path_openat
     0.00%     0.00%  InMemoryMerger   [JIT] tid 2101     [.] 0x00007f634d0006f2
     0.00%     0.00%  java             [kernel.kallsyms]  [k] migrate_swap
     0.00%     0.00%  VM Thread        [kernel.kallsyms]  [k] page_mapping
     0.00%     0.00%  SpillThread      [kernel.kallsyms]  [k] free_pages_and_swap_cache
     0.00%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] alloc_misplaced_dst_page
     0.00%     0.00%  kcompactd0       [kernel.kallsyms]  [k] vma_interval_tree_iter_next
     0.00%     0.00%  kworker/u98:2-e  [kernel.kallsyms]  [k] cgroup_rstat_flush_locked
     0.00%     0.00%  kworker/u98:1    [kernel.kallsyms]  [k] wait_on_page_writeback
     0.00%     0.00%  kworker/39:1-ev  [kernel.kallsyms]  [k] drain_local_pages_wq
     0.00%     0.00%  kworker/39:1-ev  [kernel.kallsyms]  [k] drain_pages_zone
     0.00%     0.00%  kworker/39:1-ev  [kernel.kallsyms]  [k] native_queued_spin_lock_slowpath
     0.00%     0.00%  kworker/39:1-ev  [kernel.kallsyms]  [k] _raw_spin_lock
     0.00%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] __bitmap_and
     0.00%     0.00%  InMemoryMerger   [kernel.kallsyms]  [k] asm_sysvec_call_function
     0.00%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] page_cache_next_miss
     0.00%     0.00%  kworker/u97:10-  [kernel.kallsyms]  [k] percpu_counter_add_batch
     0.00%     0.00%  VM Thread        [kernel.kallsyms]  [k] __mem_cgroup_threshold
     0.00%     0.00%  LocalJobRunner   [JIT] tid 2101     [.] 0x00007f634d33f36c
     0.00%     0.00%  migration/39     [kernel.kallsyms]  [k] smpboot_thread_fn
     0.00%     0.00%  migration/39     [kernel.kallsyms]  [k] kthread
     0.00%     0.00%  migration/39     [kernel.kallsyms]  [k] ret_from_fork
     0.00%     0.00%  kworker/0:3-eve  [kernel.kallsyms]  [k] acpi_ut_track_stack_ptr
     0.00%     0.00%  swapper          [kernel.kallsyms]  [k] rcu_dynticks_eqs_exit
     0.00%     0.00%  java             [kernel.kallsyms]  [k] acpi_ev_gpe_detect
     0.00%     0.00%  C2 CompilerThre  [kernel.kallsyms]  [k] smp_call_function_many_cond
     0.00%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] get_timespec64
     0.00%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] mem_cgroup_migrate
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]  [k] sock_sendmsg
     0.00%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] sbitmap_get
     0.00%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] __blk_mq_get_tag
     0.00%     0.00%  InMemoryMerger   [kernel.kallsyms]  [k] __x86_indirect_thunk_rax
     0.00%     0.00%  kswapd1          [kernel.kallsyms]  [k] drain_stock
     0.00%     0.00%  kswapd1          [kernel.kallsyms]  [k] refill_stock
     0.00%     0.00%  kswapd1          [kernel.kallsyms]  [k] rcu_cblist_dequeue
     0.00%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] rmap_walk
     0.00%     0.00%  C1 CompilerThre  [kernel.kallsyms]  [k] __x64_sys_mmap
     0.00%     0.00%  C1 CompilerThre  [kernel.kallsyms]  [k] ksys_mmap_pgoff
     0.00%     0.00%  kworker/u97:10-  [kernel.kallsyms]  [k] wbc_account_cgroup_owner
     0.00%     0.00%  kworker/40:1-ev  [kernel.kallsyms]  [k] drain_local_pages_wq
     0.00%     0.00%  kworker/40:1-ev  [kernel.kallsyms]  [k] drain_pages_zone
     0.00%     0.00%  InMemoryMerger   [kernel.kallsyms]  [k] __get_vma_policy
     0.00%     0.00%  top              [kernel.kallsyms]  [k] user_path_at_empty
     0.00%     0.00%  kcompactd0       [kernel.kallsyms]  [k] __count_memcg_events
     0.00%     0.00%  SpillThread      [kernel.kallsyms]  [k] charge_memcg
     0.00%     0.00%  C1 CompilerThre  [kernel.kallsyms]  [k] vm_mmap_pgoff
     0.00%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] mb_find_buddy
     0.00%     0.00%  kworker/u98:1    [kernel.kallsyms]  [k] mempool_alloc
     0.00%     0.00%  kworker/0:3-eve  [kernel.kallsyms]  [k] acpi_ex_resolve_operands
     0.00%     0.00%  InMemoryMerger   [JIT] tid 1442     [.] 0x00007ff2210006f7
     0.00%     0.00%  C2 CompilerThre  [kernel.kallsyms]  [k] timerqueue_del
     0.00%     0.00%  swapper          [kernel.kallsyms]  [k] rcu_qs
     0.00%     0.00%  VM Thread        [kernel.kallsyms]  [k] dequeue_task
     0.00%     0.00%  kswapd1          [kernel.kallsyms]  [k] schedule
     0.00%     0.00%  kswapd1          [kernel.kallsyms]  [k] schedule_timeout
     0.00%     0.00%  VM Thread        [kernel.kallsyms]  [k] syscall_enter_from_user_mode
     0.00%     0.00%  InMemoryMerger   [kernel.kallsyms]  [k] try_to_wake_up
