# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 31K of event 'cycles'
# Event count (approx.): 9051642699758
#
# Children      Self  Command          Shared Object                      Symbol                                        
# ........  ........  ...............  .................................  ..............................................
#
     0.00%     0.00%  kworker/15:4-mm  [kernel.kallsyms]                  [k] native_queued_spin_lock_slowpath
     0.00%     0.00%  kworker/15:4-mm  [kernel.kallsyms]                  [k] _raw_spin_lock
     0.00%     0.00%  kworker/15:4-mm  [kernel.kallsyms]                  [k] drain_local_pages_wq
     0.00%     0.00%  kworker/15:4-mm  [kernel.kallsyms]                  [k] drain_pages_zone
     0.00%     0.00%  kworker/15:4-mm  [kernel.kallsyms]                  [k] free_pcppages_bulk
     0.00%     0.00%  kworker/15:4-mm  [kernel.kallsyms]                  [k] process_one_work
     0.00%     0.00%  PerDiskMemtable  [kernel.kallsyms]                  [k] __get_user_nocheck_1
     0.00%     0.00%  PerDiskMemtable  [kernel.kallsyms]                  [k] generic_smp_call_function_single_interrupt
     0.00%     0.00%  ReadStage-8      [unknown]                          [.] 0000000000000000
     0.00%     0.00%  ReadStage-19     [kernel.kallsyms]                  [k] _raw_spin_lock
     0.00%     0.00%  ReadStage-99     [kernel.kallsyms]                  [k] PageHuge
     0.00%     0.00%  CompactionExecu  [kernel.kallsyms]                  [k] ext4_da_reserve_space
     0.00%     0.00%  CompactionExecu  [kernel.kallsyms]                  [k] perf_event_task_tick
     0.00%     0.00%  Native-Transpor  [kernel.kallsyms]                  [k] __mod_zone_page_state
     0.00%     0.00%  ReadStage-92     [kernel.kallsyms]                  [k] __add_to_page_cache_locked
     0.00%     0.00%  ReadStage-33     [kernel.kallsyms]                  [k] __update_load_avg_blocked_se
     0.00%     0.00%  ReadStage-33     [kernel.kallsyms]                  [k] futex_wake
     0.00%     0.00%  ReadStage-33     [kernel.kallsyms]                  [k] migrate_task_rq_fair
     0.00%     0.00%  ReadStage-33     [kernel.kallsyms]                  [k] set_task_cpu
     0.00%     0.00%  ReadStage-33     [kernel.kallsyms]                  [k] try_to_wake_up
     0.00%     0.00%  ReadStage-33     [kernel.kallsyms]                  [k] wake_up_q
     0.00%     0.00%  java             [kernel.kallsyms]                  [k] put_prev_entity
     0.00%     0.00%  ReadStage-60     [kernel.kallsyms]                  [k] mem_cgroup_css_rstat_flush
     0.00%     0.00%  ReadStage-60     [kernel.kallsyms]                  [k] cgroup_rstat_flush_locked
     0.00%     0.00%  CompactionExecu  [kernel.kallsyms]                  [k] get_mem_cgroup_from_mm
     0.00%     0.00%  CompactionExecu  [kernel.kallsyms]                  [k] ext4_inode_block_valid
     0.00%     0.00%  CompactionExecu  [kernel.kallsyms]                  [k] __check_block_validity.constprop.0
     0.00%     0.00%  ReadStage-60     [kernel.kallsyms]                  [k] _raw_spin_lock
     0.00%     0.00%  epollEventLoopG  [kernel.kallsyms]                  [k] ip_send_check
     0.00%     0.00%  ReadStage-89     [kernel.kallsyms]                  [k] unlock_page
     0.00%     0.00%  Native-Transpor  [JIT] tid 2185                     [.] 0x00007f729d729de1
     0.00%     0.00%  ReadStage-94     [kernel.kallsyms]                  [k] _raw_spin_lock
     0.00%     0.00%  java             [kernel.kallsyms]                  [k] rebalance_domains
     0.00%     0.00%  ReadStage-137    [kernel.kallsyms]                  [k] mem_cgroup_css_rstat_flush
     0.00%     0.00%  ReadStage-158    [kernel.kallsyms]                  [k] mem_cgroup_css_rstat_flush
     0.00%     0.00%  ReadStage-158    [kernel.kallsyms]                  [k] add_to_page_cache_lru
     0.00%     0.00%  ReadStage-158    [kernel.kallsyms]                  [k] cgroup_rstat_flush_irqsafe
     0.00%     0.00%  ReadStage-158    [kernel.kallsyms]                  [k] cgroup_rstat_flush_locked
     0.00%     0.00%  ReadStage-158    [kernel.kallsyms]                  [k] mem_cgroup_flush_stats
     0.00%     0.00%  ReadStage-158    [kernel.kallsyms]                  [k] workingset_refault
     0.00%     0.00%  Thread-41        [kernel.kallsyms]                  [k] futex_wait_setup
     0.00%     0.00%  Thread-88        [kernel.kallsyms]                  [k] futex_wake
     0.00%     0.00%  ReadStage-46     [kernel.kallsyms]                  [k] asm_sysvec_call_function
     0.00%     0.00%  ReadStage-28     [kernel.kallsyms]                  [k] blkcg_rstat_flush
     0.00%     0.00%  Thread-13        [kernel.kallsyms]                  [k] newidle_balance
     0.00%     0.00%  Thread-13        [kernel.kallsyms]                  [k] pick_next_task_fair
     0.00%     0.00%  ReadStage-64     [kernel.kallsyms]                  [k] _raw_spin_trylock
     0.00%     0.00%  epollEventLoopG  [kernel.kallsyms]                  [k] __calc_delta
     0.00%     0.00%  ReadStage-141    [kernel.kallsyms]                  [k] xas_find
     0.00%     0.00%  ReadStage-51     [kernel.kallsyms]                  [k] ext4_inode_block_valid
     0.00%     0.00%  ReadStage-51     [kernel.kallsyms]                  [k] __check_block_validity.constprop.0
     0.00%     0.00%  ReadStage-51     [kernel.kallsyms]                  [k] ext4_map_blocks
     0.00%     0.00%  Thread-15        [kernel.kallsyms]                  [k] native_apic_msr_eoi_write
     0.00%     0.00%  Thread-15        [kernel.kallsyms]                  [k] asm_sysvec_call_function
     0.00%     0.00%  Thread-15        [kernel.kallsyms]                  [k] sysvec_call_function
     0.00%     0.00%  CompactionExecu  [kernel.kallsyms]                  [k] mod_lruvec_state.constprop.0
     0.00%     0.00%  ReadStage-78     [kernel.kallsyms]                  [k] nvme_setup_rw
     0.00%     0.00%  MutationStage-8  [kernel.kallsyms]                  [k] ext4_es_can_be_merged.isra.0
     0.00%     0.00%  MutationStage-8  [kernel.kallsyms]                  [k] __block_write_begin_int
     0.00%     0.00%  MutationStage-8  [kernel.kallsyms]                  [k] __handle_mm_fault
     0.00%     0.00%  MutationStage-8  [kernel.kallsyms]                  [k] asm_exc_page_fault
     0.00%     0.00%  MutationStage-8  [kernel.kallsyms]                  [k] block_page_mkwrite
     0.00%     0.00%  MutationStage-8  [kernel.kallsyms]                  [k] do_page_mkwrite
     0.00%     0.00%  MutationStage-8  [kernel.kallsyms]                  [k] do_user_addr_fault
     0.00%     0.00%  MutationStage-8  [kernel.kallsyms]                  [k] exc_page_fault
     0.00%     0.00%  MutationStage-8  [kernel.kallsyms]                  [k] ext4_da_get_block_prep
     0.00%     0.00%  MutationStage-8  [kernel.kallsyms]                  [k] ext4_es_insert_delayed_block
     0.00%     0.00%  MutationStage-8  [kernel.kallsyms]                  [k] ext4_page_mkwrite
     0.00%     0.00%  MutationStage-8  [kernel.kallsyms]                  [k] handle_mm_fault
     0.00%     0.00%  ReadStage-81     [kernel.kallsyms]                  [k] get_mem_cgroup_from_mm
     0.00%     0.00%  ReadStage-81     [kernel.kallsyms]                  [k] __mem_cgroup_charge
     0.00%     0.00%  NonPeriodicTask  [kernel.kallsyms]                  [k] pagevec_remove_exceptionals
     0.00%     0.00%  NonPeriodicTask  [kernel.kallsyms]                  [k] __common_interrupt
     0.00%     0.00%  NonPeriodicTask  [kernel.kallsyms]                  [k] asm_common_interrupt
     0.00%     0.00%  NonPeriodicTask  [kernel.kallsyms]                  [k] common_interrupt
     0.00%     0.00%  NonPeriodicTask  [kernel.kallsyms]                  [k] handle_edge_irq
     0.00%     0.00%  ReadStage-9      [kernel.kallsyms]                  [k] xas_load
     0.00%     0.00%  ReadStage-9      [kernel.kallsyms]                  [k] ext4_mpage_readpages
     0.00%     0.00%  ReadStage-9      [kernel.kallsyms]                  [k] ext4_readahead
     0.00%     0.00%  ReadStage-9      [kernel.kallsyms]                  [k] xa_load
     0.00%     0.00%  Native-Transpor  [JIT] tid 2185                     [.] 0x00007f729e6ec6d4
     0.00%     0.00%  Thread-109       [kernel.kallsyms]                  [k] __calc_delta
     0.00%     0.00%  Thread-109       [kernel.kallsyms]                  [k] dequeue_entity
     0.00%     0.00%  Thread-109       [kernel.kallsyms]                  [k] update_curr
     0.00%     0.00%  ReadStage-64     [kernel.kallsyms]                  [k] check_preempt_wakeup
     0.00%     0.00%  ReadStage-64     [kernel.kallsyms]                  [k] __common_interrupt
     0.00%     0.00%  ReadStage-64     [kernel.kallsyms]                  [k] __handle_irq_event_percpu
     0.00%     0.00%  ReadStage-64     [kernel.kallsyms]                  [k] __read_end_io
     0.00%     0.00%  ReadStage-64     [kernel.kallsyms]                  [k] __wake_up_common
     0.00%     0.00%  ReadStage-64     [kernel.kallsyms]                  [k] __wake_up_locked_key_bookmark
     0.00%     0.00%  ReadStage-64     [kernel.kallsyms]                  [k] asm_common_interrupt
     0.00%     0.00%  ReadStage-64     [kernel.kallsyms]                  [k] bio_endio
     0.00%     0.00%  ReadStage-64     [kernel.kallsyms]                  [k] blk_mq_end_request
     0.00%     0.00%  ReadStage-64     [kernel.kallsyms]                  [k] blk_update_request
     0.00%     0.00%  ReadStage-64     [kernel.kallsyms]                  [k] common_interrupt
     0.00%     0.00%  ReadStage-64     [kernel.kallsyms]                  [k] filemap_map_pages
     0.00%     0.00%  ReadStage-64     [kernel.kallsyms]                  [k] handle_edge_irq
     0.00%     0.00%  ReadStage-64     [kernel.kallsyms]                  [k] handle_irq_event
     0.00%     0.00%  ReadStage-64     [kernel.kallsyms]                  [k] mpage_end_io
     0.00%     0.00%  ReadStage-64     [kernel.kallsyms]                  [k] nvme_complete_rq
     0.00%     0.00%  ReadStage-64     [kernel.kallsyms]                  [k] nvme_irq
     0.00%     0.00%  ReadStage-64     [kernel.kallsyms]                  [k] nvme_pci_complete_rq
     0.00%     0.00%  ReadStage-64     [kernel.kallsyms]                  [k] nvme_process_cq
     0.00%     0.00%  ReadStage-64     [kernel.kallsyms]                  [k] ttwu_do_wakeup
     0.00%     0.00%  ReadStage-64     [kernel.kallsyms]                  [k] wake_page_function
     0.00%     0.00%  ReadStage-64     [kernel.kallsyms]                  [k] wake_up_page_bit
     0.00%     0.00%  ReadStage-64     [kernel.kallsyms]                  [k] wake_up_state
     0.00%     0.00%  ReadStage-64     [kernel.kallsyms]                  [k] xas_find
     0.00%     0.00%  ReadStage-64     [kernel.kallsyms]                  [k] xas_start
     0.00%     0.00%  Thread-61        [kernel.kallsyms]                  [k] update_rq_clock
     0.00%     0.00%  Thread-61        [kernel.kallsyms]                  [k] __hrtimer_run_queues
     0.00%     0.00%  Thread-61        [kernel.kallsyms]                  [k] __sysvec_apic_timer_interrupt
     0.00%     0.00%  Thread-61        [kernel.kallsyms]                  [k] asm_sysvec_apic_timer_interrupt
     0.00%     0.00%  Thread-61        [kernel.kallsyms]                  [k] hrtimer_interrupt
     0.00%     0.00%  Thread-61        [kernel.kallsyms]                  [k] hrtimer_wakeup
     0.00%     0.00%  Thread-61        [kernel.kallsyms]                  [k] sysvec_apic_timer_interrupt
     0.00%     0.00%  Thread-61        [kernel.kallsyms]                  [k] try_to_wake_up
     0.00%     0.00%  Thread-61        [kernel.kallsyms]                  [k] wake_up_process
     0.00%     0.00%  migration/8      [kernel.kallsyms]                  [k] rcu_dynticks_inc
     0.00%     0.00%  migration/8      [kernel.kallsyms]                  [k] cpu_stopper_thread
     0.00%     0.00%  migration/8      [kernel.kallsyms]                  [k] kthread
     0.00%     0.00%  migration/8      [kernel.kallsyms]                  [k] multi_cpu_stop
     0.00%     0.00%  migration/8      [kernel.kallsyms]                  [k] ret_from_fork
     0.00%     0.00%  migration/8      [kernel.kallsyms]                  [k] smpboot_thread_fn
     0.00%     0.00%  java             [kernel.kallsyms]                  [k] llist_add_batch
     0.00%     0.00%  ReadStage-52     [kernel.kallsyms]                  [k] __mod_zone_page_state
     0.00%     0.00%  ReadStage-51     [kernel.kallsyms]                  [k] cgroup_rstat_updated
     0.00%     0.00%  ReadStage-51     [kernel.kallsyms]                  [k] __count_memcg_events
     0.00%     0.00%  ReadStage-103    [kernel.kallsyms]                  [k] irqentry_enter
     0.00%     0.00%  ReadStage-103    [kernel.kallsyms]                  [k] __mem_cgroup_charge
     0.00%     0.00%  ReadStage-103    [kernel.kallsyms]                  [k] asm_sysvec_call_function
     0.00%     0.00%  ReadStage-103    [kernel.kallsyms]                  [k] charge_memcg
     0.00%     0.00%  ReadStage-103    [kernel.kallsyms]                  [k] sysvec_call_function
     0.00%     0.00%  CompactionExecu  [kernel.kallsyms]                  [k] generic_write_check_limits
     0.00%     0.00%  CompactionExecu  [kernel.kallsyms]                  [k] ext4_generic_write_checks
     0.00%     0.00%  ReadStage-80     [kernel.kallsyms]                  [k] xas_load
     0.00%     0.00%  ReadStage-80     [kernel.kallsyms]                  [k] filemap_map_pages
     0.00%     0.00%  ReadStage-80     [kernel.kallsyms]                  [k] xas_find
     0.00%     0.00%  ReadStage-113    [kernel.kallsyms]                  [k] xas_find_conflict
     0.00%     0.00%  java             [kernel.kallsyms]                  [k] newidle_balance
     0.00%     0.00%  ReadStage-17     [kernel.kallsyms]                  [k] sync_regs
     0.00%     0.00%  ReadStage-45     [kernel.kallsyms]                  [k] _find_next_bit
     0.00%     0.00%  java             [kernel.kallsyms]                  [k] __cond_resched
     0.00%     0.00%  java             [kernel.kallsyms]                  [k] migrate_task_to
     0.00%     0.00%  java             [kernel.kallsyms]                  [k] put_prev_task_fair
     0.00%     0.00%  java             [kernel.kallsyms]                  [k] stop_one_cpu
     0.00%     0.00%  java             [kernel.kallsyms]                  [k] task_numa_fault
     0.00%     0.00%  java             [kernel.kallsyms]                  [k] task_numa_migrate.isra.0
     0.00%     0.00%  ReadStage-125    [kernel.kallsyms]                  [k] ext4_inode_block_valid
     0.00%     0.00%  ReadStage-125    [kernel.kallsyms]                  [k] __check_block_validity.constprop.0
     0.00%     0.00%  ReadStage-125    [kernel.kallsyms]                  [k] ext4_map_blocks
     0.00%     0.00%  ReadStage-125    [kernel.kallsyms]                  [k] ext4_mpage_readpages
     0.00%     0.00%  ReadStage-125    [kernel.kallsyms]                  [k] ext4_readahead
     0.00%     0.00%  ReadStage-125    [kernel.kallsyms]                  [k] read_pages
     0.00%     0.00%  ReadStage-10     libc.so.6                          [.] pthread_cond_signal
     0.00%     0.00%  ReadStage-10     [kernel.kallsyms]                  [k] __entry_text_start
     0.00%     0.00%  kworker/47:1-mm  [kernel.kallsyms]                  [k] native_queued_spin_lock_slowpath
