# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 4274814276032
#
# Children      Self  Command          Shared Object                      Symbol                                                                                                                                                                                                         
# ........  ........  ...............  .................................  ...............................................................................................................................................................................................................
#
     0.54%     0.00%  kworker/u64:36-  [kernel.kallsyms]                  [k] writeback_sb_inodes
     0.54%     0.00%  kworker/u64:36-  [kernel.kallsyms]                  [k] __writeback_inodes_wb
     0.54%     0.00%  kworker/u64:36-  [kernel.kallsyms]                  [k] __writeback_single_inode
     0.54%     0.00%  kworker/u64:36-  [kernel.kallsyms]                  [k] do_writepages
     0.54%     0.00%  kworker/u64:36-  [kernel.kallsyms]                  [k] ext4_writepages
     0.54%     0.17%  Executor task l  [kernel.kallsyms]                  [k] __pagevec_lru_add_fn
     0.53%     0.00%  GC Thread#18     [kernel.kallsyms]                  [k] arch_tlbbatch_flush
     0.53%     0.00%  GC Thread#18     [kernel.kallsyms]                  [k] try_to_unmap_flush_dirty
     0.53%     0.00%  GC Thread#2      [kernel.kallsyms]                  [k] arch_tlbbatch_flush
     0.53%     0.00%  GC Thread#2      [kernel.kallsyms]                  [k] try_to_unmap_flush_dirty
     0.52%     0.00%  GC Thread#20     [kernel.kallsyms]                  [k] try_to_unmap_flush_dirty
     0.52%     0.00%  GC Thread#20     [kernel.kallsyms]                  [k] arch_tlbbatch_flush
     0.52%     0.00%  GC Thread#11     [kernel.kallsyms]                  [k] arch_tlbbatch_flush
     0.52%     0.00%  GC Thread#11     [kernel.kallsyms]                  [k] try_to_unmap_flush_dirty
     0.52%     0.01%  Executor task l  [kernel.kallsyms]                  [k] do_filp_open
     0.52%     0.45%  Executor task l  [kernel.kallsyms]                  [k] __update_load_avg_se
     0.52%     0.00%  GC Thread#4      [kernel.kallsyms]                  [k] arch_tlbbatch_flush
     0.51%     0.00%  GC Thread#22     [kernel.kallsyms]                  [k] arch_tlbbatch_flush
     0.51%     0.00%  GC Thread#22     [kernel.kallsyms]                  [k] try_to_unmap_flush_dirty
     0.51%     0.00%  GC Thread#4      [kernel.kallsyms]                  [k] try_to_unmap_flush_dirty
     0.51%     0.00%  GC Thread#1      [kernel.kallsyms]                  [k] try_to_unmap_flush_dirty
     0.51%     0.00%  GC Thread#1      [kernel.kallsyms]                  [k] arch_tlbbatch_flush
     0.51%     0.00%  Executor task l  [kernel.kallsyms]                  [k] path_openat
     0.51%     0.01%  GC Thread#20     [kernel.kallsyms]                  [k] _raw_spin_lock_irq
     0.51%     0.26%  GC Thread#2      [kernel.kallsyms]                  [k] smp_call_function_many_cond
     0.51%     0.00%  GC Thread#2      [kernel.kallsyms]                  [k] on_each_cpu_cond_mask
     0.51%     0.29%  GC Thread#18     [kernel.kallsyms]                  [k] smp_call_function_many_cond
     0.51%     0.00%  GC Thread#18     [kernel.kallsyms]                  [k] on_each_cpu_cond_mask
     0.51%     0.16%  Executor task l  [kernel.kallsyms]                  [k] ext4_do_update_inode.isra.0
     0.50%     0.50%  Executor task l  [kernel.kallsyms]                  [k] update_cfs_group
     0.50%     0.00%  GC Thread#13     [kernel.kallsyms]                  [k] arch_tlbbatch_flush
     0.50%     0.26%  GC Thread#20     [kernel.kallsyms]                  [k] smp_call_function_many_cond
     0.50%     0.00%  GC Thread#20     [kernel.kallsyms]                  [k] on_each_cpu_cond_mask
     0.50%     0.00%  GC Thread#13     [kernel.kallsyms]                  [k] try_to_unmap_flush_dirty
     0.50%     0.00%  GC Thread#11     [kernel.kallsyms]                  [k] on_each_cpu_cond_mask
     0.50%     0.26%  GC Thread#11     [kernel.kallsyms]                  [k] smp_call_function_many_cond
     0.50%     0.37%  Executor task l  [kernel.kallsyms]                  [k] _raw_spin_lock
     0.49%     0.00%  Executor task l  [kernel.kallsyms]                  [k] __submit_bio_noacct_mq
     0.49%     0.49%  Executor task l  [kernel.kallsyms]                  [k] __update_load_avg_cfs_rq
     0.49%     0.25%  GC Thread#4      [kernel.kallsyms]                  [k] smp_call_function_many_cond
     0.49%     0.00%  GC Thread#4      [kernel.kallsyms]                  [k] on_each_cpu_cond_mask
     0.49%     0.24%  GC Thread#22     [kernel.kallsyms]                  [k] smp_call_function_many_cond
     0.49%     0.00%  GC Thread#22     [kernel.kallsyms]                  [k] on_each_cpu_cond_mask
     0.48%     0.25%  GC Thread#1      [kernel.kallsyms]                  [k] smp_call_function_many_cond
     0.48%     0.00%  GC Thread#1      [kernel.kallsyms]                  [k] on_each_cpu_cond_mask
     0.48%     0.03%  Executor task l  [kernel.kallsyms]                  [k] blk_mq_submit_bio
     0.48%     0.02%  Executor task l  [kernel.kallsyms]                  [k] __ext4_journal_start_sb
     0.47%     0.47%  Executor task l  [kernel.kallsyms]                  [k] hrtimer_active
     0.47%     0.26%  GC Thread#13     [kernel.kallsyms]                  [k] smp_call_function_many_cond
     0.47%     0.00%  GC Thread#13     [kernel.kallsyms]                  [k] on_each_cpu_cond_mask
     0.46%     0.00%  swapper          [kernel.kallsyms]                  [k] cpuidle_enter
     0.46%     0.01%  swapper          [kernel.kallsyms]                  [k] cpuidle_enter_state
     0.45%     0.01%  Executor task l  [kernel.kallsyms]                  [k] file_update_time
     0.45%     0.08%  kswapd0          [kernel.kallsyms]                  [k] isolate_lru_pages
     0.44%     0.02%  Executor task l  [kernel.kallsyms]                  [k] create_page_buffers
     0.44%     0.43%  Executor task l  [kernel.kallsyms]                  [k] memset
     0.43%     0.03%  Executor task l  [kernel.kallsyms]                  [k] create_empty_buffers
     0.42%     0.00%  Executor task l  [kernel.kallsyms]                  [k] generic_update_time
     0.42%     0.26%  Executor task l  [kernel.kallsyms]                  [k] irqtime_account_irq
     0.42%     0.01%  Executor task l  [kernel.kallsyms]                  [k] blk_mq_end_request
     0.42%     0.06%  kswapd0          [kernel.kallsyms]                  [k] page_cache_delete
     0.42%     0.05%  Executor task l  [kernel.kallsyms]                  [k] jbd2__journal_start
     0.42%     0.05%  kswapd0          [kernel.kallsyms]                  [k] free_unref_page_list
     0.41%     0.32%  Executor task l  [kernel.kallsyms]                  [k] __cgroup_account_cputime_field
     0.41%     0.41%  kswapd0          [kernel.kallsyms]                  [k] __list_del_entry_valid
     0.40%     0.27%  Executor task l  [kernel.kallsyms]                  [k] __mod_memcg_lruvec_state
     0.39%     0.03%  Executor task l  [kernel.kallsyms]                  [k] alloc_page_buffers
     0.39%     0.02%  Executor task l  [kernel.kallsyms]                  [k] zero_user_segments
     0.39%     0.37%  Executor task l  [kernel.kallsyms]                  [k] xas_start
     0.37%     0.01%  Executor task l  [kernel.kallsyms]                  [k] syscall_exit_to_user_mode
     0.37%     0.05%  kswapd0          [kernel.kallsyms]                  [k] xas_store
     0.36%     0.02%  Executor task l  [kernel.kallsyms]                  [k] alloc_buffer_head
     0.36%     0.03%  Executor task l  [kernel.kallsyms]                  [k] nvme_map_data
     0.36%     0.34%  Executor task l  [kernel.kallsyms]                  [k] get_mem_cgroup_from_mm
     0.36%     0.36%  Executor task l  [kernel.kallsyms]                  [k] check_cpu_stall
     0.35%     0.06%  Executor task l  [kernel.kallsyms]                  [k] blk_update_request
     0.35%     0.08%  Executor task l  [kernel.kallsyms]                  [k] clockevents_program_event
     0.35%     0.02%  Executor task l  [kernel.kallsyms]                  [k] ext4_reserve_inode_write
     0.34%     0.10%  Executor task l  [kernel.kallsyms]                  [k] amd_pmu_wait_on_overflow
     0.33%     0.03%  Executor task l  [kernel.kallsyms]                  [k] xa_load
     0.33%     0.29%  Executor task l  [kernel.kallsyms]                  [k] mem_cgroup_charge_statistics.constprop.0
     0.32%     0.00%  kworker/u64:39-  [kernel.kallsyms]                  [k] worker_thread
     0.32%     0.00%  kworker/u64:39-  [kernel.kallsyms]                  [k] kthread
     0.32%     0.00%  kworker/u64:39-  [kernel.kallsyms]                  [k] ret_from_fork
     0.32%     0.00%  kworker/u64:39-  [kernel.kallsyms]                  [k] process_one_work
     0.32%     0.00%  Executor task l  [kernel.kallsyms]                  [k] __remove_mapping
     0.32%     0.32%  Executor task l  [kernel.kallsyms]                  [k] __irqentry_text_end
     0.32%     0.02%  Executor task l  [kernel.kallsyms]                  [k] ext4_da_get_block_prep
     0.31%     0.03%  kswapd0          [kernel.kallsyms]                  [k] free_pcppages_bulk
     0.30%     0.30%  Executor task l  [kernel.kallsyms]                  [k] update_irq_load_avg
     0.30%     0.14%  Executor task l  [kernel.kallsyms]                  [k] tick_sched_do_timer
     0.30%     0.03%  GC Thread#13     [kernel.kallsyms]                  [k] rmap_walk_anon
     0.30%     0.09%  Executor task l  [kernel.kallsyms]                  [k] timerqueue_del
     0.30%     0.03%  Executor task l  [kernel.kallsyms]                  [k] __block_commit_write.constprop.0.isra.0
     0.30%     0.06%  GC Thread#22     [kernel.kallsyms]                  [k] asm_sysvec_call_function
     0.30%     0.04%  Executor task l  [kernel.kallsyms]                  [k] ext4_da_map_blocks.constprop.0
     0.30%     0.00%  kworker/u64:36-  [kernel.kallsyms]                  [k] mpage_map_and_submit_extent
     0.29%     0.01%  kswapd0          [kernel.kallsyms]                  [k] do_shrink_slab
     0.28%     0.15%  Executor task l  [kernel.kallsyms]                  [k] balance_dirty_pages_ratelimited
     0.28%     0.03%  Executor task l  [kernel.kallsyms]                  [k] rcu_core
     0.28%     0.03%  GC Thread#11     [kernel.kallsyms]                  [k] rmap_walk_anon
     0.28%     0.03%  GC Thread#20     [kernel.kallsyms]                  [k] rmap_walk_anon
     0.28%     0.04%  GC Thread#1      [kernel.kallsyms]                  [k] rmap_walk_anon
     0.28%     0.03%  GC Thread#4      [kernel.kallsyms]                  [k] rmap_walk_anon
     0.27%     0.17%  Executor task l  [kernel.kallsyms]                  [k] try_charge_memcg
     0.27%     0.27%  Executor task l  [kernel.kallsyms]                  [k] cpuacct_charge
     0.27%     0.03%  GC Thread#22     [kernel.kallsyms]                  [k] rmap_walk_anon
     0.27%     0.05%  GC Thread#13     [kernel.kallsyms]                  [k] asm_sysvec_call_function
     0.27%     0.15%  Executor task l  [kernel.kallsyms]                  [k] start_this_handle
     0.27%     0.00%  kworker/u64:36-  [kernel.kallsyms]                  [k] mpage_map_and_submit_buffers
     0.27%     0.05%  GC Thread#20     [kernel.kallsyms]                  [k] asm_sysvec_call_function
     0.27%     0.04%  GC Thread#11     [kernel.kallsyms]                  [k] asm_sysvec_call_function
     0.27%     0.03%  Executor task l  [kernel.kallsyms]                  [k] ext4_map_blocks
     0.26%     0.23%  Executor task l  [kernel.kallsyms]                  [k] sched_slice
     0.26%     0.00%  GC Thread#6      [kernel.kallsyms]                  [k] exc_page_fault
     0.26%     0.00%  GC Thread#6      [kernel.kallsyms]                  [k] asm_exc_page_fault
     0.26%     0.00%  GC Thread#17     [kernel.kallsyms]                  [k] asm_exc_page_fault
     0.26%     0.00%  GC Thread#17     [kernel.kallsyms]                  [k] exc_page_fault
     0.26%     0.07%  Executor task l  [kernel.kallsyms]                  [k] xa_get_order
     0.26%     0.04%  Executor task l  [kernel.kallsyms]                  [k] load_balance
     0.26%     0.00%  GC Thread#17     [kernel.kallsyms]                  [k] do_user_addr_fault
     0.26%     0.00%  GC Thread#6      [kernel.kallsyms]                  [k] do_user_addr_fault
     0.26%     0.03%  GC Thread#2      [kernel.kallsyms]                  [k] rmap_walk_anon
     0.26%     0.01%  kswapd0          [kernel.kallsyms]                  [k] shrink_slab_memcg
     0.26%     0.05%  Executor task l  [kernel.kallsyms]                  [k] pick_next_task_fair
     0.26%     0.00%  GC Thread#5      [kernel.kallsyms]                  [k] asm_exc_page_fault
     0.26%     0.02%  Executor task l  [kernel.kallsyms]                  [k] mark_buffer_dirty
     0.26%     0.00%  GC Thread#5      [kernel.kallsyms]                  [k] exc_page_fault
     0.26%     0.00%  GC Thread#5      [kernel.kallsyms]                  [k] do_user_addr_fault
     0.25%     0.25%  Executor task l  [kernel.kallsyms]                  [k] irq_work_tick
     0.25%     0.00%  GC Thread#0      [kernel.kallsyms]                  [k] asm_exc_page_fault
     0.25%     0.00%  GC Thread#12     [kernel.kallsyms]                  [k] asm_exc_page_fault
     0.25%     0.00%  GC Thread#0      [kernel.kallsyms]                  [k] exc_page_fault
     0.25%     0.07%  Executor task l  [kernel.kallsyms]                  [k] enqueue_hrtimer
     0.25%     0.00%  GC Thread#12     [kernel.kallsyms]                  [k] exc_page_fault
     0.25%     0.00%  GC Thread#12     [kernel.kallsyms]                  [k] do_user_addr_fault
     0.25%     0.00%  GC Thread#19     [kernel.kallsyms]                  [k] asm_exc_page_fault
     0.25%     0.00%  GC Thread#19     [kernel.kallsyms]                  [k] exc_page_fault
     0.25%     0.04%  GC Thread#18     [kernel.kallsyms]                  [k] rmap_walk_anon
     0.25%     0.00%  GC Thread#0      [kernel.kallsyms]                  [k] do_user_addr_fault
     0.25%     0.00%  kworker/u64:36-  [kernel.kallsyms]                  [k] wb_check_start_all
     0.25%     0.00%  GC Thread#14     [kernel.kallsyms]                  [k] asm_exc_page_fault
     0.25%     0.00%  GC Thread#6      [kernel.kallsyms]                  [k] handle_mm_fault
     0.25%     0.00%  GC Thread#14     [kernel.kallsyms]                  [k] exc_page_fault
     0.25%     0.00%  GC Thread#19     [kernel.kallsyms]                  [k] do_user_addr_fault
     0.25%     0.00%  GC Thread#17     [kernel.kallsyms]                  [k] handle_mm_fault
     0.25%     0.00%  GC Thread#3      [kernel.kallsyms]                  [k] asm_exc_page_fault
     0.25%     0.00%  GC Thread#3      [kernel.kallsyms]                  [k] exc_page_fault
     0.25%     0.00%  GC Thread#14     [kernel.kallsyms]                  [k] do_user_addr_fault
     0.25%     0.00%  GC Thread#6      [kernel.kallsyms]                  [k] __handle_mm_fault
     0.25%     0.00%  GC Thread#3      [kernel.kallsyms]                  [k] do_user_addr_fault
     0.25%     0.00%  GC Thread#15     [kernel.kallsyms]                  [k] asm_exc_page_fault
     0.25%     0.00%  GC Thread#5      [kernel.kallsyms]                  [k] handle_mm_fault
     0.25%     0.00%  Executor task l  [kernel.kallsyms]                  [k] __x64_sys_futex
     0.25%     0.00%  GC Thread#7      [kernel.kallsyms]                  [k] asm_exc_page_fault
     0.25%     0.00%  GC Thread#15     [kernel.kallsyms]                  [k] exc_page_fault
     0.25%     0.00%  GC Thread#7      [kernel.kallsyms]                  [k] exc_page_fault
     0.25%     0.05%  GC Thread#4      [kernel.kallsyms]                  [k] asm_sysvec_call_function
     0.25%     0.00%  GC Thread#16     [kernel.kallsyms]                  [k] asm_exc_page_fault
     0.25%     0.00%  GC Thread#17     [kernel.kallsyms]                  [k] __handle_mm_fault
     0.25%     0.00%  GC Thread#16     [kernel.kallsyms]                  [k] exc_page_fault
     0.25%     0.00%  GC Thread#7      [kernel.kallsyms]                  [k] do_user_addr_fault
     0.25%     0.02%  Executor task l  [kernel.kallsyms]                  [k] __ext4_journal_stop
     0.25%     0.00%  GC Thread#21     [kernel.kallsyms]                  [k] asm_exc_page_fault
     0.25%     0.00%  GC Thread#15     [kernel.kallsyms]                  [k] do_user_addr_fault
